link_id,h_order
"550671","2"
"487653","2"
"543198","1"
"524156","3"
"353965","1"
"353964","1"
"551964","2"
"353253","1"
"368838","1"
"372550","1"
"437034","1"
"436680","1"
"443296","1"
"550437","1"
"490826","3"
"449966","2"
"503821","1"
"493472","4"
"385470","1"
"385646","4"
"385631","4"
"384928","3"
"384925","1"
"384939","1"
"358747","1"
"384473","2"
"358212","1"
"358211","1"
"383646","3"
"383643","3"
"383655","2"
"357388","1"
"383652","3"
"383777","3"
"383775","3"
"383780","3"
"453609","2"
"383912","2"
"383911","1"
"382853","1"
"383277","3"
"543686","1"
"356464","1"
"550013","3"
"381385","1"
"381544","1"
"550669","2"
"381694","1"
"355570","3"
"510656","1"
"364157","1"
"364314","2"
"390088","1"
"389213","2"
"389219","3"
"389216","3"
"388779","3"
"363049","1"
"363048","1"
"363184","1"
"493479","1"
"363344","1"
"388210","1"
"388431","2"
"388419","2"
"362187","2"
"387449","2"
"361666","2"
"387633","1"
"387873","1"
"388209","1"
"360499","1"
"361095","4"
"521800","1"
"361452","1"
"386109","2"
"524155","3"
"360292","5"
"543683","2"
"386925","2"
"385660","1"
"385653","4"
"551231","1"
"493474","1"
"493477","2"
"393044","2"
"392611","4"
"392600","4"
"392118","1"
"366909","3"
"367082","1"
"366575","4"
"391966","1"
"366739","2"
"365897","1"
"366050","1"
"366264","1"
"390937","1"
"365570","3"
"365731","1"
"364829","3"
"365029","1"
"397520","1"
"372962","1"
"371445","1"
"371806","1"
"396342","2"
"396339","2"
"396661","1"
"396660","1"
"370250","1"
"395198","1"
"394506","2"
"394505","2"
"369088","2"
"369090","1"
"394805","1"
"394804","1"
"394968","1"
"394967","1"
"369380","1"
"393905","1"
"393907","3"
"549437","1"
"545168","2"
"368842","3"
"394131","1"
"368835","1"
"394296","2"
"368847","3"
"377797","2"
"377790","1"
"376019","2"
"400657","2"
"476920","2"
"375606","4"
"375605","4"
"375612","4"
"375624","4"
"400080","1"
"375084","1"
"399234","1"
"375594","4"
"541691","1"
"375604","4"
"375595","4"
"398760","1"
"398761","1"
"398140","2"
"373759","2"
"374178","1"
"374180","1"
"374179","1"
"383451","2"
"383647","3"
"383645","3"
"406159","2"
"382515","2"
"382650","1"
"406161","1"
"382850","1"
"405631","1"
"382366","1"
"381384","1"
"381386","1"
"405283","1"
"405474","3"
"405469","3"
"405479","3"
"404121","3"
"404105","3"
"380921","1"
"404301","2"
"381056","1"
"404293","2"
"381224","2"
"404657","1"
"404656","1"
"380411","2"
"403721","1"
"380644","1"
"404096","3"
"404089","3"
"380089","1"
"403494","1"
"379047","1"
"379292","1"
"387632","1"
"411663","2"
"388060","1"
"388417","2"
"388434","1"
"388427","1"
"410806","1"
"410807","1"
"411092","2"
"410487","1"
"385662","1"
"385638","4"
"385984","1"
"385980","1"
"385985","1"
"408797","1"
"408942","2"
"385319","2"
"385320","2"
"408208","1"
"384618","3"
"384617","3"
"384790","1"
"408605","4"
"408594","2"
"384921","1"
"384342","2"
"383913","2"
"407239","1"
"407236","3"
"384111","1"
"384110","1"
"415749","2"
"415755","1"
"415752","2"
"415989","2"
"415993","4"
"415992","4"
"415994","1"
"416176","1"
"391115","1"
"415235","1"
"390593","1"
"414782","1"
"414391","1"
"414393","3"
"413641","3"
"413638","3"
"413646","3"
"413644","3"
"413648","1"
"413647","1"
"413649","1"
"390086","2"
"388967","1"
"413331","1"
"389217","3"
"412125","1"
"412124","2"
"388778","3"
"412409","3"
"396853","1"
"421518","2"
"420650","1"
"396125","1"
"420856","1"
"396341","1"
"421195","1"
"395554","1"
"395915","1"
"420514","2"
"394808","1"
"419659","2"
"419817","2"
"418614","1"
"419133","1"
"419134","2"
"394504","2"
"419313","1"
"418157","2"
"393580","1"
"418299","3"
"418482","3"
"393909","1"
"393913","1"
"418470","1"
"418483","3"
"417512","1"
"417640","1"
"417809","1"
"417808","1"
"416918","1"
"416914","2"
"392596","4"
"417053","5"
"392598","4"
"392614","4"
"392605","4"
"392622","4"
"425089","4"
"425079","4"
"425098","1"
"425403","3"
"401833","1"
"424643","3"
"401163","2"
"400262","1"
"424263","2"
"424262","2"
"424267","2"
"399906","1"
"423867","2"
"423411","1"
"399409","1"
"423414","1"
"422528","1"
"399109","1"
"398302","1"
"398300","1"
"421866","1"
"397777","1"
"428141","1"
"428290","1"
"406162","2"
"406155","1"
"406165","1"
"406164","1"
"405488","3"
"405485","3"
"405494","1"
"427142","1"
"427150","2"
"404972","1"
"427484","1"
"405282","2"
"404098","3"
"404099","3"
"404100","3"
"404118","3"
"404101","3"
"426795","1"
"404120","3"
"404286","1"
"404299","2"
"403722","1"
"426431","3"
"403951","1"
"426432","1"
"403026","2"
"425693","2"
"425691","1"
"402365","1"
"402366","1"
"432451","2"
"410809","1"
"432455","2"
"431676","1"
"410635","1"
"430994","1"
"431201","2"
"431211","2"
"431364","2"
"431363","2"
"409620","3"
"409629","1"
"408595","4"
"430633","3"
"430641","3"
"430638","3"
"430649","2"
"430643","3"
"430143","1"
"430475","2"
"430472","2"
"542550","1"
"430479","2"
"408592","1"
"429736","2"
"429741","1"
"407857","1"
"429878","2"
"430028","1"
"429154","2"
"429158","1"
"429294","1"
"407232","1"
"429465","1"
"429596","2"
"406750","1"
"428992","1"
"415443","1"
"414933","1"
"435366","2"
"415077","1"
"414124","1"
"435004","2"
"435000","1"
"435013","4"
"435007","2"
"414398","3"
"414402","3"
"413640","3"
"413645","3"
"413637","3"
"413786","1"
"434712","1"
"413946","1"
"434716","3"
"433835","1"
"434177","1"
"434182","1"
"413635","3"
"433281","2"
"412629","2"
"412004","1"
"433054","1"
"412259","1"
"412411","3"
"411087","2"
"411096","2"
"432628","2"
"411091","2"
"432779","1"
"411245","1"
"411407","1"
"441428","1"
"441560","2"
"441702","1"
"441709","3"
"441706","1"
"441708","3"
"441710","3"
"440778","1"
"440952","1"
"440945","4"
"420321","1"
"441108","1"
"440274","3"
"419132","1"
"419311","1"
"440440","1"
"419660","2"
"418474","3"
"418477","3"
"418471","1"
"418478","3"
"438997","2"
"438992","2"
"438998","2"
"417985","1"
"418156","1"
"418161","1"
"437619","1"
"416916","1"
"417043","5"
"417058","5"
"437480","1"
"436366","2"
"416174","1"
"416170","2"
"436876","4"
"416560","1"
"416378","1"
"424755","1"
"425082","4"
"425076","4"
"425253","1"
"425247","1"
"446300","2"
"424266","2"
"446445","3"
"446442","1"
"423278","1"
"445063","1"
"445209","4"
"445200","4"
"445212","4"
"423579","1"
"423578","1"
"445727","1"
"444650","5"
"508084","1"
"422678","1"
"422828","1"
"444892","2"
"444887","3"
"423117","1"
"443951","1"
"444127","1"
"422533","2"
"443497","1"
"443496","2"
"443611","1"
"443813","1"
"442946","1"
"421194","1"
"442039","2"
"421517","1"
"427481","1"
"427624","1"
"427802","1"
"451171","2"
"450614","1"
"550438","1"
"450879","1"
"426419","3"
"449795","2"
"426424","3"
"426421","3"
"426427","3"
"426792","1"
"449493","3"
"447347","1"
"447503","2"
"447506","2"
"455622","2"
"432134","1"
"455627","2"
"432452","2"
"432454","2"
"455736","1"
"455297","1"
"431677","1"
"455311","1"
"455458","2"
"455460","2"
"454645","1"
"454800","1"
"454911","1"
"455080","4"
"454084","2"
"454088","1"
"454087","1"
"430471","2"
"430630","3"
"454497","1"
"430653","1"
"454500","1"
"454499","1"
"453462","2"
"429883","2"
"453613","1"
"430026","1"
"453767","1"
"453942","3"
"430142","1"
"430141","1"
"429584","1"
"429589","3"
"429590","3"
"453094","1"
"429738","2"
"429880","2"
"429879","2"
"429882","2"
"429881","2"
"429293","1"
"428454","2"
"428459","1"
"451818","3"
"428457","2"
"451828","3"
"428621","2"
"428629","1"
"436503","1"
"459858","1"
"459860","1"
"459859","1"
"459867","2"
"459866","2"
"436865","4"
"460032","1"
"436857","4"
"436887","4"
"459304","4"
"436884","4"
"459302","4"
"459442","1"
"459438","1"
"435890","1"
"435887","1"
"459589","2"
"458953","1"
"458951","1"
"435369","2"
"459078","1"
"435561","1"
"459288","4"
"458336","2"
"434320","1"
"458337","1"
"458477","2"
"458483","1"
"458625","1"
"493645","2"
"457615","3"
"433588","1"
"457600","2"
"545167","2"
"457622","1"
"457626","1"
"433697","1"
"457919","1"
"458031","1"
"457024","1"
"457464","2"
"457468","1"
"457465","2"
"433448","1"
"456580","1"
"456744","2"
"456098","2"
"456092","1"
"432629","2"
"456100","1"
"456099","1"
"432632","2"
"456393","1"
"523123","2"
"464770","1"
"464918","1"
"465137","1"
"465151","6"
"465147","6"
"465166","6"
"465164","6"
"464007","1"
"439193","2"
"439194","2"
"464298","2"
"464450","1"
"464451","2"
"464600","2"
"464596","2"
"463253","2"
"463250","1"
"463255","2"
"438767","1"
"438995","2"
"439005","2"
"438996","2"
"438093","1"
"438260","1"
"462874","1"
"463103","1"
"463248","1"
"462051","1"
"462302","1"
"461681","1"
"461827","2"
"462045","1"
"461139","2"
"461403","1"
"461538","2"
"460195","1"
"460188","2"
"460202","1"
"437033","3"
"437167","1"
"460936","1"
"437169","1"
"460934","4"
"469220","1"
"469342","1"
"493646","1"
"469603","1"
"469744","2"
"469755","3"
"469750","3"
"442826","1"
"468336","1"
"468334","1"
"440940","2"
"442947","1"
"440938","1"
"468502","2"
"440954","2"
"440947","4"
"441109","1"
"469030","1"
"469027","1"
"467887","2"
"467891","1"
"467890","1"
"440776","1"
"468009","1"
"440777","1"
"459289","4"
"467608","1"
"467610","2"
"467609","1"
"467757","3"
"536623","2"
"440282","2"
"467776","2"
"440281","2"
"467764","3"
"440288","1"
"466807","2"
"439489","2"
"466944","1"
"467140","1"
"467304","1"
"459281","1"
"466446","2"
"466445","1"
"466459","3"
"466454","3"
"499942","1"
"506720","3"
"510667","2"
"466621","1"
"389218","3"
"466142","4"
"466138","4"
"466300","1"
"466148","1"
"466296","2"
"439189","1"
"465420","1"
"445194","4"
"474267","2"
"474421","1"
"474537","1"
"474865","1"
"473969","1"
"472995","1"
"472993","1"
"473001","4"
"473000","4"
"444232","3"
"473296","2"
"473141","1"
"473298","2"
"473418","3"
"444510","1"
"473423","1"
"472500","3"
"444646","5"
"443816","1"
"472503","1"
"472501","3"
"472680","2"
"472678","3"
"472681","2"
"472841","3"
"472840","3"
"472849","1"
"472988","1"
"444126","1"
"444123","1"
"471685","1"
"471686","2"
"471676","1"
"471838","1"
"472340","1"
"472344","1"
"471221","1"
"442237","1"
"471362","4"
"471352","4"
"471374","2"
"442507","1"
"471367","1"
"471378","3"
"470754","4"
"470764","2"
"470755","4"
"442041","1"
"442034","1"
"470911","2"
"470919","1"
"441704","1"
"470019","1"
"470196","1"
"504333","5"
"550292","1"
"470434","1"
"470431","3"
"470599","1"
"470591","1"
"479062","2"
"479071","3"
"479070","3"
"451652","3"
"479203","1"
"479330","1"
"479327","3"
"479334","1"
"448116","1"
"478706","1"
"478880","2"
"477747","1"
"477984","2"
"477983","1"
"478154","1"
"478317","2"
"476776","1"
"476931","1"
"476916","2"
"446909","1"
"476932","2"
"477257","2"
"451297","1"
"477388","1"
"447636","2"
"477598","1"
"477597","2"
"477593","1"
"476602","2"
"446302","1"
"476603","1"
"446446","3"
"446597","1"
"476772","2"
"475823","1"
"506509","3"
"475834","3"
"475831","3"
"475840","2"
"476075","1"
"476306","1"
"543690","1"
"476316","1"
"476313","2"
"446135","1"
"475340","3"
"475339","1"
"445568","2"
"445566","2"
"475343","3"
"475462","4"
"447345","1"
"475486","4"
"475468","4"
"447349","2"
"445725","2"
"445729","1"
"474985","3"
"474994","4"
"474992","4"
"474999","1"
"474996","4"
"475000","1"
"475162","2"
"475180","1"
"445565","1"
"475169","3"
"452660","1"
"483496","1"
"483492","2"
"482421","4"
"482416","4"
"450876","1"
"482422","4"
"482557","1"
"482777","1"
"482956","1"
"483115","1"
"481909","1"
"481908","1"
"482061","2"
"482067","1"
"450352","2"
"450353","2"
"450492","1"
"450488","1"
"482412","4"
"482395","1"
"482406","4"
"450613","1"
"481272","1"
"481447","1"
"481593","1"
"449972","1"
"481730","1"
"481594","1"
"481742","1"
"481741","1"
"480610","2"
"480734","1"
"480910","1"
"480903","2"
"481103","1"
"481105","2"
"481269","1"
"449796","1"
"536808","2"
"441857","3"
"440944","4"
"447348","1"
"445205","4"
"451645","1"
"479960","1"
"451822","3"
"451825","3"
"480132","3"
"480136","2"
"480134","1"
"449203","1"
"480276","3"
"451827","3"
"429160","1"
"479494","1"
"379294","2"
"479677","2"
"373292","2"
"448611","3"
"392617","4"
"488349","1"
"488684","1"
"488831","1"
"500976","3"
"488850","1"
"488849","1"
"488004","3"
"488003","3"
"488008","1"
"455072","1"
"488007","3"
"455071","1"
"455085","4"
"455075","4"
"488179","4"
"455087","4"
"488177","4"
"488181","1"
"455309","3"
"488180","1"
"488190","1"
"488348","1"
"483295","2"
"455469","2"
"487451","1"
"454801","2"
"487595","5"
"454793","1"
"487618","5"
"454796","2"
"487631","5"
"487620","5"
"487648","2"
"487634","5"
"487802","1"
"442233","2"
"487821","4"
"487806","2"
"487829","4"
"486142","1"
"486285","1"
"454501","1"
"486564","1"
"486709","1"
"486716","3"
"486710","2"
"485603","1"
"485598","1"
"485781","2"
"485778","1"
"485783","1"
"485782","2"
"486004","1"
"486003","1"
"486010","1"
"486139","1"
"486137","2"
"485103","2"
"484964","1"
"485121","1"
"485115","3"
"453768","2"
"485446","1"
"453936","2"
"485457","1"
"453935","1"
"485453","1"
"485592","1"
"453946","2"
"484364","1"
"484494","1"
"484498","2"
"484496","2"
"484660","1"
"484814","2"
"484057","2"
"484229","1"
"493460","4"
"493455","4"
"527514","3"
"493473","4"
"493471","4"
"493476","2"
"458479","3"
"493642","1"
"458476","1"
"493641","1"
"493881","2"
"493644","2"
"494013","2"
"493889","1"
"494023","1"
"492955","4"
"492961","4"
"492958","4"
"493273","1"
"493115","1"
"493281","1"
"499944","2"
"493279","1"
"493283","1"
"458331","1"
"516145","2"
"492277","2"
"492266","1"
"457326","1"
"492409","2"
"461141","2"
"492573","1"
"457467","1"
"492733","2"
"457599","2"
"492739","3"
"457608","3"
"492735","2"
"457605","3"
"492751","1"
"492740","3"
"457610","3"
"457624","2"
"457628","1"
"491557","3"
"491548","2"
"491912","1"
"457153","1"
"491914","1"
"491913","1"
"492123","1"
"490829","1"
"490976","1"
"490979","1"
"491233","1"
"456742","1"
"490170","1"
"490167","1"
"456397","1"
"490461","1"
"490460","2"
"490469","1"
"386471","3"
"456584","1"
"489547","1"
"489700","1"
"489697","1"
"489837","4"
"456101","2"
"489846","1"
"489838","4"
"489851","2"
"489849","2"
"456262","1"
"490030","1"
"456270","2"
"489211","1"
"458035","1"
"458036","2"
"489395","1"
"455931","1"
"489541","1"
"499608","1"
"499791","1"
"499786","2"
"462046","1"
"462054","2"
"499792","1"
"462049","1"
"462058","1"
"462055","2"
"500089","1"
"500253","1"
"498648","1"
"461392","2"
"461396","2"
"499045","1"
"499224","1"
"499220","1"
"461834","2"
"499429","2"
"499430","1"
"499422","1"
"460803","1"
"497896","2"
"498031","1"
"498192","1"
"461132","1"
"498335","1"
"461539","1"
"460343","1"
"460338","1"
"497220","2"
"497221","2"
"497228","1"
"497226","3"
"460504","1"
"497363","1"
"497378","3"
"497374","3"
"497379","3"
"497541","1"
"497538","1"
"497540","3"
"496255","1"
"496432","1"
"496437","2"
"496591","1"
"496589","1"
"496595","1"
"495768","1"
"459582","2"
"459591","2"
"496105","1"
"462698","1"
"462691","1"
"494833","3"
"494832","3"
"494840","1"
"494836","3"
"494837","3"
"459286","2"
"459284","2"
"495027","1"
"459303","4"
"495427","1"
"495607","1"
"459443","1"
"494174","3"
"494166","3"
"458793","1"
"494293","2"
"494496","1"
"494660","2"
"458960","1"
"459076","1"
"459083","3"
"494812","4"
"494829","3"
"459084","3"
"494819","2"
"504981","1"
"459085","3"
"459086","1"
"504991","1"
"504982","1"
"465161","6"
"504998","1"
"504993","1"
"465169","6"
"505158","1"
"505493","1"
"505327","3"
"505834","2"
"511027","1"
"505983","3"
"504412","5"
"504414","5"
"504410","5"
"504425","1"
"504419","1"
"504574","1"
"504749","1"
"504756","1"
"504754","1"
"465143","6"
"504301","5"
"464297","2"
"504299","5"
"504304","5"
"504302","5"
"464301","1"
"504319","5"
"504344","5"
"504341","5"
"464592","2"
"504354","5"
"504349","5"
"504367","5"
"504358","5"
"504385","5"
"504383","5"
"504404","5"
"504390","5"
"373150","1"
"503581","4"
"503828","2"
"503827","3"
"464164","2"
"503829","2"
"464171","1"
"502456","5"
"502450","5"
"502707","1"
"502896","1"
"502886","1"
"503053","1"
"463865","1"
"503051","1"
"503269","1"
"463426","2"
"463429","1"
"463551","2"
"501958","5"
"463558","1"
"502119","1"
"463556","1"
"502118","2"
"502448","1"
"502442","1"
"500991","1"
"500982","1"
"500993","2"
"501124","2"
"501125","1"
"501123","1"
"501267","1"
"463105","1"
"501271","1"
"463251","2"
"501586","4"
"501588","4"
"463258","2"
"501601","1"
"501592","4"
"500276","1"
"500273","3"
"500433","2"
"500425","1"
"462875","1"
"500784","1"
"500779","2"
"500981","3"
"462464","3"
"500979","3"
"462466","3"
"512312","2"
"512487","1"
"469742","4"
"469748","3"
"469746","2"
"512810","1"
"512826","1"
"470201","1"
"470199","1"
"511773","2"
"469025","1"
"511776","2"
"469212","1"
"469355","1"
"469476","1"
"510512","1"
"468506","1"
"468503","1"
"510663","3"
"511028","1"
"511026","1"
"468680","1"
"468674","1"
"511194","2"
"511196","2"
"468848","1"
"468847","1"
"511492","1"
"467884","1"
"467885","2"
"468003","1"
"509869","1"
"468169","1"
"468175","1"
"510099","1"
"468501","2"
"467301","2"
"509143","1"
"467306","1"
"509152","2"
"467468","5"
"467466","5"
"467467","5"
"467473","5"
"467472","5"
"467476","1"
"467612","1"
"467762","3"
"467770","1"
"508090","1"
"466622","3"
"508088","1"
"466801","2"
"466804","2"
"466803","1"
"508435","1"
"508433","1"
"508438","1"
"466941","1"
"508772","1"
"467131","2"
"507119","1"
"507118","3"
"507121","2"
"507424","2"
"466139","4"
"507420","1"
"466294","1"
"507593","1"
"466295","2"
"507591","1"
"466298","2"
"466451","1"
"507959","1"
"507958","1"
"465641","2"
"465637","1"
"465639","1"
"506333","1"
"465642","2"
"506501","2"
"506515","2"
"506505","2"
"506721","3"
"465793","4"
"506718","3"
"465789","1"
"506735","4"
"506723","3"
"507112","2"
"518795","1"
"474271","2"
"474256","1"
"518956","2"
"519125","4"
"474422","1"
"519120","4"
"519134","2"
"519131","4"
"474718","2"
"519784","1"
"474714","3"
"475002","2"
"519782","1"
"474870","1"
"519792","2"
"475004","1"
"518095","2"
"518410","1"
"518411","1"
"473787","1"
"518593","3"
"518588","3"
"517237","2"
"517228","1"
"472994","1"
"473145","3"
"517618","1"
"517753","1"
"473421","3"
"517768","1"
"473613","1"
"517754","1"
"473620","2"
"516478","1"
"516477","2"
"516638","1"
"472672","1"
"472685","1"
"516852","1"
"516855","2"
"472688","1"
"516862","1"
"516857","3"
"472689","1"
"517079","1"
"517083","1"
"472845","1"
"517081","1"
"517225","1"
"517089","1"
"515560","1"
"472990","1"
"515381","1"
"515740","2"
"515566","1"
"515871","3"
"472006","1"
"515988","3"
"472154","2"
"516149","1"
"516150","1"
"516318","2"
"516312","3"
"516473","2"
"472510","1"
"516472","2"
"471355","4"
"514760","1"
"471369","2"
"514909","4"
"471364","2"
"514918","4"
"514914","4"
"515056","4"
"515053","4"
"515076","1"
"515058","4"
"515250","1"
"515242","1"
"471832","1"
"471677","1"
"515253","1"
"471839","2"
"513996","1"
"471837","1"
"513995","2"
"470752","4"
"470765","2"
"514279","1"
"514292","4"
"470913","1"
"514473","2"
"514481","1"
"514478","1"
"551564","1"
"471347","2"
"471351","4"
"514614","2"
"471354","4"
"513445","4"
"471349","1"
"513437","1"
"513470","2"
"513449","4"
"513486","3"
"470435","1"
"513485","3"
"513488","3"
"470586","3"
"513492","2"
"513491","3"
"470601","2"
"470588","3"
"513788","1"
"524917","1"
"525079","2"
"525066","1"
"525474","1"
"525287","1"
"525475","1"
"485600","2"
"526102","1"
"479949","3"
"524533","6"
"479328","3"
"524642","2"
"524778","1"
"524643","1"
"524785","1"
"523637","3"
"523649","1"
"524025","3"
"523826","1"
"524182","1"
"478714","1"
"524183","1"
"524507","6"
"478883","1"
"524528","6"
"479078","1"
"524512","6"
"524530","6"
"524529","6"
"523126","1"
"523310","1"
"477592","1"
"523315","2"
"523313","1"
"477759","1"
"523493","4"
"478152","1"
"523497","4"
"523494","4"
"523504","4"
"478310","2"
"478320","2"
"523503","4"
"522148","1"
"476779","1"
"522339","2"
"476775","1"
"476913","1"
"476918","2"
"476919","2"
"476925","1"
"476924","1"
"522505","2"
"485594","1"
"477097","1"
"522673","2"
"477098","3"
"522683","2"
"522679","2"
"521257","2"
"477260","1"
"521256","2"
"476078","2"
"476073","1"
"521258","2"
"476080","1"
"477089","2"
"476311","2"
"521640","1"
"521644","1"
"476308","1"
"521806","1"
"427483","1"
"476477","1"
"476476","1"
"521816","5"
"522145","1"
"476607","3"
"520763","3"
"520757","1"
"475629","1"
"520770","3"
"475633","3"
"520766","3"
"475631","3"
"475635","3"
"475634","3"
"475637","1"
"475837","3"
"521255","1"
"519909","1"
"519908","2"
"475170","3"
"475161","1"
"519910","1"
"475171","3"
"520036","2"
"475342","3"
"520310","1"
"475464","4"
"520480","1"
"475480","4"
"475466","4"
"475483","4"
"520481","1"
"475481","1"
"520597","1"
"533913","1"
"475495","2"
"533908","1"
"484043","1"
"484042","1"
"484055","1"
"484046","2"
"484056","2"
"534050","1"
"484227","1"
"484225","1"
"534204","1"
"534618","1"
"532265","3"
"484370","2"
"532263","3"
"483493","1"
"532269","1"
"532803","1"
"532926","1"
"532804","1"
"533545","2"
"533720","1"
"483834","1"
"531270","1"
"482954","1"
"483114","1"
"531491","1"
"531786","1"
"532076","1"
"532245","1"
"532252","3"
"483298","1"
"483491","2"
"532248","3"
"530158","1"
"482241","1"
"482236","1"
"530508","2"
"530663","1"
"482401","4"
"530661","2"
"530967","2"
"482398","4"
"482414","4"
"530971","2"
"482403","4"
"530970","2"
"482419","4"
"482418","4"
"530974","2"
"482558","1"
"530972","2"
"531265","3"
"531263","3"
"481605","1"
"529671","1"
"481597","2"
"529675","2"
"529672","1"
"529983","1"
"529996","2"
"529988","2"
"481911","1"
"529997","2"
"482071","1"
"482065","1"
"433698","1"
"528193","2"
"482072","1"
"528188","2"
"528190","2"
"480905","2"
"528348","1"
"480906","2"
"528344","1"
"480915","1"
"528523","2"
"485606","1"
"528524","2"
"481104","2"
"528531","1"
"529061","1"
"529231","5"
"481268","1"
"481267","1"
"529358","1"
"529234","1"
"481442","1"
"527343","3"
"527349","2"
"480731","1"
"528187","1"
"480733","1"
"526408","1"
"480131","3"
"480137","2"
"480275","3"
"526607","3"
"544829","3"
"489391","2"
"545321","3"
"545317","3"
"489543","1"
"489538","1"
"546253","1"
"546516","3"
"546513","3"
"489699","1"
"489693","2"
"546521","3"
"489840","4"
"488832","1"
"488848","1"
"488845","2"
"543038","1"
"489026","3"
"489031","1"
"543360","2"
"543888","1"
"544825","1"
"489385","1"
"541067","1"
"540907","2"
"541277","5"
"541274","5"
"541278","5"
"488187","2"
"488175","1"
"541692","1"
"541865","3"
"541873","1"
"541870","1"
"488543","1"
"542017","1"
"542016","1"
"488549","1"
"542388","3"
"488683","1"
"539642","3"
"539491","1"
"487823","4"
"539645","3"
"487814","4"
"539643","3"
"487826","4"
"539646","1"
"539837","1"
"539835","1"
"540417","2"
"540288","1"
"487991","1"
"540420","2"
"540419","1"
"487995","2"
"487994","2"
"488006","3"
"487997","2"
"549742","1"
"487592","2"
"487454","3"
"487609","5"
"487602","5"
"487616","5"
"538587","1"
"487614","5"
"487644","5"
"515739","1"
"487629","5"
"538600","1"
"487649","2"
"539244","2"
"539374","2"
"539373","1"
"487809","1"
"537090","3"
"537220","1"
"485777","1"
"537217","1"
"486009","1"
"537396","1"
"537561","2"
"537728","2"
"486404","1"
"537877","1"
"538182","1"
"486405","1"
"538185","5"
"486558","1"
"535769","1"
"535766","2"
"485117","1"
"535922","1"
"535771","1"
"485262","2"
"536102","6"
"535924","1"
"485270","2"
"485454","1"
"477100","1"
"485597","1"
"536296","3"
"485601","2"
"536621","1"
"485599","1"
"485605","1"
"536812","2"
"536626","1"
"534785","5"
"534781","1"
"534787","5"
"484502","1"
"484501","1"
"534985","1"
"484503","1"
"534989","4"
"535297","1"
"535447","4"
"535441","2"
"484810","2"
"484809","1"
"535642","3"
"484811","1"
"535650","1"
"484966","2"
"486006","1"
"495602","4"
"495609","1"
"495766","1"
"495611","1"
"495615","1"
"383648","3"
"418613","1"
"441858","3"
"496103","1"
"494839","3"
"494817","2"
"495020","3"
"495026","1"
"495220","1"
"495223","1"
"352790","1"
"517444","1"
"495423","1"
"492738","1"
"495425","2"
"352255","2"
"352257","2"
"494662","1"
"494659","2"
"494667","1"
"494666","1"
"494813","4"
"352428","2"
"494811","4"
"493885","1"
"494015","1"
"494173","3"
"494289","1"
"494281","3"
"494294","2"
"494292","2"
"492736","1"
"492734","2"
"492949","2"
"492746","1"
"492951","1"
"493454","4"
"493475","1"
"550668","2"
"491905","1"
"492121","1"
"492265","1"
"492260","1"
"492264","2"
"492267","1"
"492279","2"
"492276","4"
"492571","1"
"491238","1"
"350319","3"
"491235","1"
"548974","1"
"548977","2"
"549252","1"
"491545","1"
"549439","1"
"491550","2"
"546854","2"
"546848","2"
"490314","1"
"547311","1"
"547475","1"
"547312","1"
"547675","3"
"547833","3"
"490818","3"
"490817","1"
"547843","1"
"490825","3"
"490834","1"
"548000","1"
"500790","2"
"500782","1"
"500972","1"
"500985","3"
"500973","3"
"501263","1"
"501444","2"
"357190","2"
"500091","1"
"500090","1"
"500096","2"
"500263","2"
"500256","1"
"500430","2"
"500428","1"
"499229","1"
"499606","2"
"499603","1"
"499610","1"
"355922","1"
"499787","1"
"499790","1"
"499789","1"
"498505","2"
"498502","1"
"498650","1"
"498862","1"
"499047","1"
"499042","2"
"497894","1"
"497899","1"
"498331","1"
"498334","1"
"354624","2"
"497373","3"
"497366","2"
"497377","1"
"497382","3"
"354763","1"
"497385","3"
"497713","1"
"497710","1"
"497724","1"
"353820","1"
"496593","2"
"496737","2"
"496739","1"
"541864","3"
"497082","2"
"496108","2"
"496107","2"
"496110","1"
"496113","1"
"477104","2"
"496267","1"
"496433","1"
"496430","1"
"496440","1"
"496438","2"
"507116","3"
"507110","1"
"360886","1"
"507294","2"
"507285","1"
"507418","1"
"507438","3"
"507428","1"
"361096","4"
"507441","2"
"507595","2"
"506190","1"
"506503","1"
"506511","1"
"506514","1"
"506722","3"
"506733","4"
"506905","1"
"507109","2"
"505331","1"
"505480","1"
"505486","1"
"505483","2"
"505641","1"
"505645","1"
"505986","3"
"360291","5"
"506188","2"
"505992","1"
"504572","1"
"504566","2"
"504985","1"
"504750","2"
"504987","2"
"504994","1"
"505157","1"
"505156","2"
"505329","3"
"504306","5"
"504315","5"
"504314","5"
"504335","5"
"504317","5"
"504380","5"
"504352","5"
"504397","5"
"504393","5"
"504413","5"
"504398","5"
"504424","1"
"504421","2"
"503266","1"
"503271","1"
"503268","1"
"503561","1"
"503453","1"
"503573","4"
"503564","3"
"503592","1"
"503590","4"
"503597","2"
"502445","1"
"502447","1"
"502888","1"
"503046","2"
"502895","1"
"503047","2"
"501797","2"
"501803","1"
"501945","1"
"501950","1"
"501953","5"
"501954","5"
"501957","5"
"501960","5"
"501966","1"
"502120","1"
"512823","1"
"512822","1"
"512824","2"
"512969","3"
"512965","1"
"513090","1"
"512974","1"
"513091","1"
"513269","1"
"513275","2"
"513273","1"
"513436","1"
"364823","3"
"365030","1"
"512626","1"
"512624","1"
"512812","1"
"512821","2"
"512813","1"
